Anomaly_Index,Predicted_Source_Code,Predicted_Fault_Description,TopFeature_1,TopFeature_2,TopFeature_3,TopContribution_1,TopContribution_2,TopContribution_3
279,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491198,-0.8061202,0.5253053
280,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,2.5884795,0.82097745,0.39698383
281,F3M,Grid Anomaly (Med),Vdc,Vabc,ic,5.5410366,0.42593095,-0.412794
282,F3L,Grid Anomaly (Low),Vdc,Vpv,Vabc,3.2146776,0.7103549,0.6121335
283,F4M,PV Array Mismatch (Med),Vdc,ib,ic,6.0496173,-0.4251288,0.35150027
284,F4M,PV Array Mismatch (Med),Vdc,ic,Vpv,1.4927365,0.5831427,0.2926052
285,F1L,Inverter Fault (Low),ic,ia,ib,3.7369683,1.067277,0.983725
286,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,4.0305786,0.41680855,-0.38407692
287,F6M,MPPT Controller Fault (Med),Vdc,ic,Vpv,4.727109,0.4572556,-0.0576645
288,F4M,PV Array Mismatch (Med),Vdc,ic,ib,5.054524,0.34204003,0.06503372
289,F6M,MPPT Controller Fault (Med),Vdc,ic,ib,4.1178455,0.19147515,0.14945234
290,F4M,PV Array Mismatch (Med),Vdc,ic,ib,5.5590997,0.3306149,-0.1556811
291,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,3.4251742,0.33935517,-0.17010559
292,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,5.216452,-0.67613757,-0.21076205
293,F3M,Grid Anomaly (Med),Vdc,ia,Vabc,6.78332,0.6802052,0.64923817
294,F4M,PV Array Mismatch (Med),Vdc,ic,Vpv,5.541601,0.4618981,0.1622018
295,F1L,Inverter Fault (Low),Vdc,ic,Vabc,4.033218,0.7765309,0.46680042
296,F3M,Grid Anomaly (Med),Vdc,ic,ib,6.4303384,-0.29178852,-0.16009256
297,F4M,PV Array Mismatch (Med),Vdc,ia,Vabc,5.911398,0.7563833,0.5693159
298,F6M,MPPT Controller Fault (Med),Vdc,ic,Vpv,4.8559003,0.4092687,-0.08479032
299,F3M,Grid Anomaly (Med),Vdc,ic,ia,5.416414,-0.3456636,0.2571517
300,F6M,MPPT Controller Fault (Med),Vdc,ic,ib,4.9336934,0.38520518,-0.26737604
301,F4M,PV Array Mismatch (Med),Vdc,ib,ic,5.9665594,-0.88929904,0.4738614
302,F6M,MPPT Controller Fault (Med),Vdc,Vabc,Vpv,3.5413806,-0.22967303,-0.15221426
303,F6L,MPPT Controller Fault (Low),Vdc,ia,Vpv,1.8180252,0.16338854,0.113723576
304,F3L,Grid Anomaly (Low),Vdc,ia,ic,6.9366417,2.2676837,-0.69498384
305,F7M,Boost Converter Controller Fault (Med),Vdc,Vabc,ia,3.231008,0.8034728,0.71932286
306,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ia,1.8507613,0.32730985,0.3085121
307,F4L,PV Array Mismatch (Low),Vdc,ib,Vabc,0.89627403,0.6406989,0.35414317
308,F6L,MPPT Controller Fault (Low),Vdc,ic,Vpv,3.1519177,1.1436715,0.5090013
309,F1L,Inverter Fault (Low),Vabc,ic,ia,-3.0101094,2.6401746,1.0670216
310,F4M,PV Array Mismatch (Med),Vdc,ia,ic,5.4301233,0.57416177,0.5171643
311,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
312,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ia,2.240605,-0.4726369,0.23795438
313,F2L,Feedback Sensor Fault (Low),ia,ib,ic,3.4186904,2.3561268,-2.3362062
314,F1L,Inverter Fault (Low),ic,Vabc,Vpv,1.871863,0.63236374,-0.5346353
315,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.543491,1.2945964,0.46647972
316,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,5.085535,0.7885682,0.38553008
317,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.291316,0.48818913,-0.44297105
318,F4L,PV Array Mismatch (Low),Vdc,ib,ia,4.100065,0.3695605,-0.33440423
319,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,1.5266904,-0.6752653,0.3761677
320,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
321,F7M,Boost Converter Controller Fault (Med),Vdc,ia,ib,3.29254,0.18944141,0.14228474
322,F6L,MPPT Controller Fault (Low),Vdc,ic,Vpv,4.191918,0.70465034,0.19383843
323,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ib,4.2800646,0.1883497,0.18636568
324,F4L,PV Array Mismatch (Low),Vdc,Vpv,Vabc,3.9494584,-0.5297118,-0.26413053
325,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,1.9984806,-0.65947515,0.24730307
326,F6L,MPPT Controller Fault (Low),Vdc,Vabc,Vpv,4.515276,-0.31778756,0.1882326
327,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,2.2750406,1.132762,-0.6912981
328,F4L,PV Array Mismatch (Low),Vdc,ic,Vpv,4.659077,-0.5679266,0.47727206
329,F1L,Inverter Fault (Low),ic,ia,ib,3.367015,1.2684884,0.67703056
330,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,3.797228,-0.56517136,-0.433569
331,F1L,Inverter Fault (Low),ic,ia,ib,3.9458513,0.58589023,0.4964328
332,F7L,Boost Converter Controller Fault (Low),Vdc,ib,ic,2.4901376,0.5865796,0.38786358
333,F7M,Boost Converter Controller Fault (Med),Vdc,ib,Vabc,1.4263681,0.7202166,-0.28408995
334,F4L,PV Array Mismatch (Low),Vdc,ib,Vabc,4.3820963,0.33085185,0.31206092
335,F4L,PV Array Mismatch (Low),Vdc,ib,ia,4.883719,0.23666807,-0.21748167
336,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,4.1161113,-0.3805125,0.34005848
337,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,5.7309656,-0.5925203,0.5808507
338,F1L,Inverter Fault (Low),ic,ib,Vdc,1.7563169,-0.9603689,-0.5553902
339,F1L,Inverter Fault (Low),ic,Vpv,Vdc,3.2539852,-0.7808573,0.63751304
340,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ic,1.6036737,-0.2936062,-0.24390882
341,F6L,MPPT Controller Fault (Low),Vdc,ib,Vpv,3.0633266,0.34895638,-0.10196299
342,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,3.835237,0.7667194,-0.2597259
343,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,5.8179603,0.72226304,-0.15447843
344,F1L,Inverter Fault (Low),Vdc,ic,ia,3.92863,3.2887475,0.7125125
345,F7L,Boost Converter Controller Fault (Low),Vdc,ia,Vabc,2.5283976,-0.32079136,0.3061107
346,F6L,MPPT Controller Fault (Low),Vdc,ia,ic,2.739259,-0.27109924,0.19636358
347,F2L,Feedback Sensor Fault (Low),ic,ia,Vdc,-3.4966142,2.5728328,2.3299165
348,F4M,PV Array Mismatch (Med),ia,Vdc,ic,1.2867813,1.0168378,0.55498797
349,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.393391,-0.5829604,0.25795275
350,F7L,Boost Converter Controller Fault (Low),Vdc,ic,ia,5.4381046,0.47795424,-0.21914528
351,F4L,PV Array Mismatch (Low),Vdc,Vabc,Vpv,5.3103657,0.3955158,0.32098603
352,F4M,PV Array Mismatch (Med),Vdc,ia,ic,1.3199193,0.7439273,0.4057853
353,F1L,Inverter Fault (Low),ic,Vdc,ia,2.171413,-1.7246591,0.66921085
354,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,1.2880064,0.670369,-0.3796554
355,F7L,Boost Converter Controller Fault (Low),Vdc,ic,ib,2.7103734,0.40905786,0.29659915
356,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
357,F4L,PV Array Mismatch (Low),Vdc,Vabc,ic,0.7261895,0.41660047,-0.41347256
358,F1L,Inverter Fault (Low),ic,ia,ib,2.6889951,1.2855203,0.690311
359,F1L,Inverter Fault (Low),ic,Vdc,ia,1.9171462,-0.811384,0.50731426
360,F4L,PV Array Mismatch (Low),Vdc,Vpv,ia,4.15537,0.7200448,-0.2853727
361,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8492501,-0.805955,0.52535635
362,F1M,Inverter Fault (Med),Vpv,Vdc,ia,8.25338,1.4047171,-0.3849748
363,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,4.444944,0.5512235,0.2653244
364,F4L,PV Array Mismatch (Low),ib,Vpv,Vabc,0.6632024,0.6103937,-0.58758974
365,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,1.5760876,-0.23190787,0.17118606
366,F4M,PV Array Mismatch (Med),Vdc,ib,ic,5.7143855,-0.9320321,0.40609133
367,F1L,Inverter Fault (Low),ic,ia,Vabc,3.2553115,0.80547,0.5315741
368,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491198,-0.8061202,0.5253053
369,F4M,PV Array Mismatch (Med),Vdc,Vabc,ic,3.7817454,0.56039643,0.52582693
370,F6M,MPPT Controller Fault (Med),Vdc,ib,ic,3.8158388,0.28527266,0.21672744
371,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,4.4025626,-0.23600139,-0.17483114
372,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,6.040128,-0.46350622,0.33510762
373,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,3.8947916,-1.0588876,-0.59384686
374,F1L,Inverter Fault (Low),ic,Vdc,ia,3.5731213,-1.9014785,0.7614883
375,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,4.030135,-0.47253585,0.41498357
376,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,3.8228047,0.42179286,-0.23781563
377,F1L,Inverter Fault (Low),Vdc,ic,ia,2.7501595,-0.9335505,0.5590188
378,F3M,Grid Anomaly (Med),Vdc,ic,ia,6.9351435,0.9472951,-0.8597475
379,F3M,Grid Anomaly (Med),Vabc,Vdc,ib,-4.362274,4.268289,-0.12373872
380,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,3.544465,0.40011737,-0.24048032
381,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,5.0852375,0.77821964,0.3626132
382,F4L,PV Array Mismatch (Low),Vdc,ic,Vpv,5.4587183,-1.1346257,0.22078034
383,F2M,Feedback Sensor Fault (Med),Vdc,ia,ic,3.3659315,0.51467615,0.35743886
384,F3L,Grid Anomaly (Low),Vdc,ic,Vpv,6.6377196,1.0492046,0.6629197
385,F3M,Grid Anomaly (Med),Vdc,ia,Vabc,6.5291276,-0.9234268,-0.53848004
386,F1L,Inverter Fault (Low),ic,Vdc,Vpv,2.5572207,-1.6814123,0.7206663
387,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,4.219326,0.7384151,0.2962764
388,F3M,Grid Anomaly (Med),Vdc,Vpv,ic,5.731855,0.40950072,0.30463466
389,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,2.6733508,0.3703229,-0.36309224
390,F4M,PV Array Mismatch (Med),Vdc,Vabc,ic,2.7900956,0.5920976,0.47741652
391,F1L,Inverter Fault (Low),ic,ia,ib,3.4318726,0.76215744,0.44114754
392,F6M,MPPT Controller Fault (Med),Vdc,ic,ib,1.7300972,-0.3283318,-0.2682769
393,F1L,Inverter Fault (Low),ic,Vabc,Vpv,1.8721032,0.674139,-0.5151767
394,F4M,PV Array Mismatch (Med),Vdc,ic,ia,1.369488,0.4931113,0.39478263
395,F3L,Grid Anomaly (Low),Vdc,ic,ia,6.6302147,1.1210924,-0.44268748
396,F4L,PV Array Mismatch (Low),Vabc,Vdc,ib,-0.7041662,0.650773,0.6344681
397,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.531051,1.4048703,0.45969936
398,F1L,Inverter Fault (Low),ic,ib,Vdc,1.8542715,1.237337,1.189283
399,F3L,Grid Anomaly (Low),Vdc,ic,ib,5.7596974,0.5341353,-0.286724
400,F4L,PV Array Mismatch (Low),Vabc,ib,ia,0.8149344,0.5355264,0.50485027
401,F2M,Feedback Sensor Fault (Med),ib,Vdc,ic,3.4601476,2.3015654,-1.185971
402,F3M,Grid Anomaly (Med),Vdc,ia,ib,5.2481356,-0.29635832,-0.18538477
403,F6L,MPPT Controller Fault (Low),Vdc,ia,ib,0.9390095,0.8571366,0.70758325
404,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8538805,-0.80594677,0.52622956
405,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,4.8550806,-1.1015586,0.33491543
406,F6L,MPPT Controller Fault (Low),ia,ib,Vpv,0.7687558,0.5644335,-0.38548046
407,F4M,PV Array Mismatch (Med),Vdc,ic,Vabc,3.8292615,-0.5830946,0.24909592
408,F6L,MPPT Controller Fault (Low),Vdc,Vabc,Vpv,5.8016396,-0.17808643,-0.09487563
409,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5253779
410,F3L,Grid Anomaly (Low),Vdc,ia,Vabc,5.1012125,1.9706074,0.5205526
411,F6M,MPPT Controller Fault (Med),Vdc,ib,ia,4.0783076,0.25271407,-0.20193781
412,F7M,Boost Converter Controller Fault (Med),Vdc,ia,Vabc,2.9579663,0.6953746,0.205345
413,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,4.2786565,0.7177675,-0.33895922
414,F3M,Grid Anomaly (Med),Vdc,Vabc,Vpv,5.425421,0.42357793,-0.27295375
415,F1L,Inverter Fault (Low),ic,ia,Vabc,3.035184,0.791226,0.5319001
416,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,3.8436282,0.63215226,0.2659033
417,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,2.769882,0.5350056,0.5093658
418,F4M,PV Array Mismatch (Med),Vdc,Vabc,ia,1.5451859,0.61892474,-0.15570204
419,F2M,Feedback Sensor Fault (Med),Vdc,ic,Vpv,1.1126598,-0.62800103,0.37540963
420,F4L,PV Array Mismatch (Low),Vdc,Vabc,ia,4.034097,0.6874216,0.55455756
421,F3L,Grid Anomaly (Low),Vdc,Vabc,Vpv,5.4395804,0.53719586,0.41334578
422,F4M,PV Array Mismatch (Med),Vdc,ia,ib,5.9257126,0.63185155,0.31241632
423,F3M,Grid Anomaly (Med),Vdc,Vpv,ic,6.738033,-0.5020838,-0.33767477
424,F4L,PV Array Mismatch (Low),ib,Vpv,Vdc,0.65477115,0.6320668,0.5687757
425,F2L,Feedback Sensor Fault (Low),Vdc,ic,ia,3.5457895,2.7062805,-1.2458528
426,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,4.0564322,-0.23010962,0.13703051
427,F1L,Inverter Fault (Low),Vdc,ia,Vpv,3.1950445,0.39225304,0.21887791
428,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,3.5938516,0.41894796,-0.3480363
429,F3M,Grid Anomaly (Med),Vdc,Vabc,ic,5.5393476,-0.6282489,-0.3163144
430,F4M,PV Array Mismatch (Med),Vdc,Vpv,ic,0.95727587,-0.33236045,0.31662607
431,F7M,Boost Converter Controller Fault (Med),Vdc,ia,Vabc,1.1819304,0.8024069,-0.5499601
432,F3M,Grid Anomaly (Med),Vdc,Vabc,ic,6.0141773,0.4055354,0.39042908
433,F7M,Boost Converter Controller Fault (Med),Vdc,ia,Vabc,3.3220694,0.6902819,0.24823128
434,F6M,MPPT Controller Fault (Med),Vdc,ib,ia,1.6453629,0.4845852,-0.33232528
435,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5253779
436,F4L,PV Array Mismatch (Low),Vdc,ia,ib,5.0586834,0.39737552,-0.27470163
437,F7M,Boost Converter Controller Fault (Med),Vdc,ia,ib,1.4409114,0.879191,0.47705263
438,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,1.9018734,0.43394244,-0.43168768
439,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,3.5669584,-0.42328036,-0.20193203
440,F4L,PV Array Mismatch (Low),Vdc,ib,ic,4.262866,-0.6150093,0.25651667
441,F4L,PV Array Mismatch (Low),Vdc,Vabc,ib,4.3848257,-0.72119856,0.23197468
442,F1L,Inverter Fault (Low),Vdc,ib,ic,2.4832397,0.9099806,-0.7681937
443,F4M,PV Array Mismatch (Med),Vdc,ia,ib,1.1565584,0.7755264,0.29481936
444,F4M,PV Array Mismatch (Med),Vdc,ic,ib,4.9134803,-0.15739745,0.09714512
445,F4L,PV Array Mismatch (Low),Vdc,ia,Vpv,4.332735,-0.45342708,0.38309667
446,F6M,MPPT Controller Fault (Med),Vdc,ic,Vpv,5.1740146,0.49530604,0.1320603
447,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,3.9300523,0.70543087,-0.20529191
448,F3M,Grid Anomaly (Med),Vdc,Vabc,Vpv,5.4910393,-0.27289054,-0.26161683
449,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ib,3.042002,0.50015616,0.19394368
450,F4L,PV Array Mismatch (Low),Vdc,ib,ic,5.962004,-0.3827885,-0.34932822
451,F4L,PV Array Mismatch (Low),Vabc,ib,Vpv,-0.65234095,0.6355867,0.62463343
452,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,1.3318214,0.44787985,-0.37189093
453,F3L,Grid Anomaly (Low),Vdc,ib,Vpv,6.5649505,1.7073511,0.5028446
454,F4M,PV Array Mismatch (Med),Vdc,ic,ib,5.486031,0.4590613,-0.29720914
455,F2M,Feedback Sensor Fault (Med),Vdc,ib,ia,3.5835836,2.0720975,-0.43748656
456,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8011854,-0.8056332,0.57180357
457,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ib,2.8128955,0.37010717,-0.23341069
458,F3M,Grid Anomaly (Med),Vdc,ic,ia,6.6628327,-0.6047883,0.52231115
459,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,1.9764719,0.6939578,-0.28775597
460,F6L,MPPT Controller Fault (Low),Vdc,ib,Vabc,1.6787267,1.0163525,-0.2907299
461,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,6.435788,0.9552878,0.3511053
462,F1L,Inverter Fault (Low),Vdc,ib,ia,3.9451098,1.8191005,0.24869804
463,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,0.7852799,0.665516,0.44293964
464,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,4.0451603,0.74766546,0.34832036
465,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,3.2871318,1.2192761,-0.48987237
466,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,2.7897117,-0.30253795,0.23702125
467,F1L,Inverter Fault (Low),ic,Vdc,ia,3.254114,-1.7829678,0.89291614
468,F4M,PV Array Mismatch (Med),Vdc,ia,Vpv,1.1021694,0.4136354,0.37079436
469,F1L,Inverter Fault (Low),Vdc,ic,Vabc,3.9589133,0.79290336,0.6353937
470,F4L,PV Array Mismatch (Low),ib,Vpv,Vdc,0.65511674,0.6319868,0.568989
471,F7M,Boost Converter Controller Fault (Med),Vdc,ia,Vabc,3.553147,0.78984356,0.2724513
472,F7M,Boost Converter Controller Fault (Med),Vdc,ic,ib,4.780522,-0.36107057,0.34645995
473,F3L,Grid Anomaly (Low),Vdc,ia,Vpv,5.391527,1.1428695,-0.4587982
474,F2M,Feedback Sensor Fault (Med),Vdc,ia,Vabc,3.3275812,0.9706634,0.32066962
475,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,4.851987,0.46816114,-0.15534832
476,F4M,PV Array Mismatch (Med),Vdc,ic,ib,1.4666864,0.32227615,0.16447328
477,F7M,Boost Converter Controller Fault (Med),Vdc,ia,ic,3.2380905,0.72614634,-0.2114516
478,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
479,F4L,PV Array Mismatch (Low),Vdc,ib,ia,5.095892,0.44888356,0.30533698
480,F7M,Boost Converter Controller Fault (Med),Vabc,ic,ia,1.187981,1.0663992,-0.25657743
481,F6M,MPPT Controller Fault (Med),Vdc,ib,Vabc,4.449055,-0.17398359,0.1662148
482,F4L,PV Array Mismatch (Low),Vdc,Vabc,ic,4.600038,0.527247,-0.5225419
483,F4L,PV Array Mismatch (Low),Vdc,ic,Vpv,2.875995,-1.4259393,-0.66538537
484,F7L,Boost Converter Controller Fault (Low),Vdc,ib,Vabc,5.0333467,0.7518253,0.2286003
485,F4L,PV Array Mismatch (Low),Vdc,ib,Vabc,0.5971344,0.45537522,0.4104368
486,F1L,Inverter Fault (Low),ic,ib,ia,2.7708035,1.0141159,0.91581297
487,F3L,Grid Anomaly (Low),Vdc,Vpv,Vabc,2.2259598,-0.5981114,0.5743135
488,F1L,Inverter Fault (Low),ic,ia,Vdc,1.7504752,0.8804006,0.6041703
489,F4M,PV Array Mismatch (Med),Vdc,ia,Vpv,5.432063,0.18897274,0.16818513
490,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,4.460351,0.5643989,0.26029617
491,F1L,Inverter Fault (Low),ic,Vabc,ia,1.566085,0.6695143,0.6692586
492,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,3.9108558,-0.6312132,-0.4552148
493,F1L,Inverter Fault (Low),ic,ib,Vabc,1.9146602,0.982902,0.51310575
494,F7M,Boost Converter Controller Fault (Med),Vdc,ib,Vpv,3.611212,-0.17938125,0.063300274
495,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,1.2638917,-0.31340805,0.27732447
496,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,5.380609,0.58830136,-0.29392743
497,F4L,PV Array Mismatch (Low),Vdc,ib,ia,3.413981,-0.615481,-0.3173767
498,F4L,PV Array Mismatch (Low),Vpv,Vabc,ia,0.5522433,-0.41172865,0.4081955
499,F2M,Feedback Sensor Fault (Med),Vdc,Vabc,ib,-1.3468769,0.5390208,-0.5208009
500,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,3.5817168,0.22659592,-0.20259681
501,F1L,Inverter Fault (Low),ib,Vdc,ia,-2.5725186,2.4825299,-1.3924719
502,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,2.4924188,0.84280926,-0.296272
503,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.3671203,-0.5082689,0.33113787
504,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,3.525361,-0.2961993,-0.23741058
505,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.263197,0.9371282,0.43880996
506,F7M,Boost Converter Controller Fault (Med),Vpv,ic,Vabc,1.5642241,1.1925853,0.7269933
507,F4L,PV Array Mismatch (Low),Vdc,ib,ic,0.79384315,0.6416552,-0.3488489
508,F3L,Grid Anomaly (Low),Vdc,ic,ia,6.7864757,-0.25387576,-0.22239597
509,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ib,2.9345717,0.3832138,0.35641113
510,F4M,PV Array Mismatch (Med),Vdc,ic,ib,6.101331,-0.45516983,0.19970761
511,F1L,Inverter Fault (Low),ic,Vdc,ia,2.321471,-1.4875004,0.75847316
512,F4M,PV Array Mismatch (Med),Vdc,Vpv,ib,6.063372,-0.29774922,0.24222943
513,F1L,Inverter Fault (Low),ic,Vdc,ib,4.102847,2.6978705,1.087068
514,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,3.8476791,-0.3240236,0.20988962
515,F3M,Grid Anomaly (Med),Vdc,ia,ib,6.728451,0.56552744,-0.20061836
516,F1L,Inverter Fault (Low),ic,Vdc,ia,2.9013276,-1.8375239,0.8022413
517,F2L,Feedback Sensor Fault (Low),ib,Vdc,ic,3.0396166,2.2007754,-0.8882696
518,F2L,Feedback Sensor Fault (Low),ic,Vdc,ia,3.0239134,2.8342588,-1.2489241
519,F2M,Feedback Sensor Fault (Med),Vdc,ia,Vabc,3.337313,1.3622693,0.2521646
520,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,1.9171503,-0.57641363,0.4423134
521,F4M,PV Array Mismatch (Med),Vdc,ic,ia,5.0463495,0.3223683,-0.2317653
522,F1L,Inverter Fault (Low),ic,ib,ia,2.5593114,0.84186745,0.67592776
523,F1L,Inverter Fault (Low),ic,ib,ia,2.7822218,0.7624667,0.62808424
524,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,4.059417,-0.50480634,0.49253786
525,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,6.1785107,0.5476261,-0.18392204
526,F3L,Grid Anomaly (Low),Vdc,ib,ia,6.7198286,1.8690879,-0.26993093
527,F7L,Boost Converter Controller Fault (Low),Vdc,ia,Vabc,1.9832186,0.265368,0.24236935
528,F7L,Boost Converter Controller Fault (Low),Vdc,ia,Vabc,2.3221161,-0.3088278,-0.14582208
529,F6L,MPPT Controller Fault (Low),ic,Vdc,Vabc,0.8468302,0.8354965,0.3219493
530,F2M,Feedback Sensor Fault (Med),Vdc,ic,ia,3.6762533,0.77362084,-0.66975385
531,F4L,PV Array Mismatch (Low),Vabc,ib,Vdc,0.49631184,0.48402038,0.33641803
532,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,1.5506234,0.8541594,-0.28774658
533,F2M,Feedback Sensor Fault (Med),Vdc,ib,ic,3.6831162,0.85988,0.5507501
534,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,4.2559495,1.0708135,0.218609
535,F5M,PV Array Mismatch (Med),ic,Vpv,Vdc,2.8474057,-1.8409331,-1.7648636
536,F4L,PV Array Mismatch (Low),Vdc,Vabc,ia,4.7213855,-0.85751486,0.33142406
537,F4L,PV Array Mismatch (Low),Vdc,Vpv,ic,4.3737845,-0.6738032,-0.5456806
538,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.418566,1.2890698,-0.5873379
539,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,2.8375244,-0.4394004,-0.1476602
540,F4M,PV Array Mismatch (Med),Vdc,Vpv,ia,5.476751,-0.4599605,-0.2928857
541,F4M,PV Array Mismatch (Med),Vdc,ib,ic,5.2425437,-0.24271241,-0.2266418
542,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ic,4.0840034,0.47454652,0.21003288
543,F3M,Grid Anomaly (Med),Vdc,Vabc,Vpv,6.7037387,-0.3091871,-0.22904782
544,F1L,Inverter Fault (Low),ic,ib,ia,3.4008787,1.0399995,0.6887187
545,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,0.8858674,-0.60998833,0.599291
546,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,7.0507464,0.8119847,-0.52189636
547,F4L,PV Array Mismatch (Low),Vdc,ic,Vpv,3.8533518,0.2693368,-0.18905847
548,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,3.4459763,-0.91003877,-0.35151678
549,F7L,Boost Converter Controller Fault (Low),Vdc,ib,ia,5.331116,0.3859881,-0.22082077
550,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ib,2.8335004,0.6859442,-0.5590733
551,F3L,Grid Anomaly (Low),Vdc,Vpv,ib,6.4987493,-1.61083,1.3527588
552,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,4.2781286,0.1945193,-0.17023261
553,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5253779
554,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,3.1277099,-2.1573303,0.29857865
555,F3M,Grid Anomaly (Med),Vdc,ia,Vabc,6.387186,-0.98638123,0.72407615
556,F1L,Inverter Fault (Low),ic,Vdc,ia,3.378344,-1.5940167,0.85171896
557,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.54158,1.3365276,0.7214962
558,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
559,F4M,PV Array Mismatch (Med),ia,Vdc,ic,1.1334857,0.980756,0.47855565
